Name,Authors,Publication Info,Year,URL
A comparison of explanations given by explainable artificial intelligence methods on analysing electronic health records,"J Duell, X Fan, B Burnett, G Aarts…",2021 IEEE EMBS … - ieeexplore.ieee.org,2021,https://cronfa.swan.ac.uk/Record/cronfa57694/Download/57694__20704__d835cb39a4224b93a7e483053b31ce9e.pdf
Conversational interfaces for explainable AI: a human-centred approach,"SF Jentzsch, S Höhn, N Hochgeschwender","Explainable, Transparent … - Springer",2019,https://core.ac.uk/download/pdf/225543738.pdf
Explainable AI for medical imaging: deep-learning CNN ensemble for classification of estrogen receptor status from breast MRI,"Z Papanastasopoulos, RK Samala…",Medical imaging … - spiedigitallibrary.org,2020,
Spatial flood susceptibility mapping using an explainable artificial intelligence (XAI) model,"B Pradhan, S Lee, A Dikshit, H Kim",Geoscience Frontiers - Elsevier,2023,https://www.sciencedirect.com/science/article/pii/S1674987123000920
Potential of explainable artificial intelligence in advancing renewable energy: challenges and prospects,"VN Nguyen, W Tarełko, P Sharma, AS El-Shafay…",Energy & … - ACS Publications,2024,
Explainable artificial intelligence in finance: A bibliometric review,"XQ Chen, CQ Ma, YS Ren, YT Lei, NQA Huynh…",Finance Research … - Elsevier,2023,
A review on interpretable and explainable artificial intelligence in hydroclimatic applications,"H Başağaoğlu, D Chakraborty, CD Lago, L Gutierrez…",Water - mdpi.com,2022,https://www.mdpi.com/2073-4441/14/8/1230/pdf
An explainable AI-enabled framework for interpreting pulmonary diseases from chest radiographs,"Z Naz, MUG Khan, T Saba, A Rehman, H Nobanee…",Cancers - mdpi.com,2023,https://www.mdpi.com/2072-6694/15/1/314/pdf
Reveal to revise: An explainable ai life cycle for iterative bias correction of deep models,"F Pahde, M Dreyer, W Samek, S Lapuschkin",International Conference on … - Springer,2023,https://arxiv.org/pdf/2303.12641
Privacy-preserving and explainable AI for cardiovascular imaging,"A Puiu, A Vizitiu, C Nita, L Itu, P Sharma…",Studies in Informatics … - sic.ici.ro,2021,https://sic.ici.ro/documents/141/Art.-2-Issue-2-2021.pdf
Explainable AI for high energy physics,"MS Neubauer, A Roy",arXiv preprint arXiv:2206.06632 - arxiv.org,2022,https://arxiv.org/pdf/2206.06632
Explainable AI: A review of the empirical literature,"S Kandul, V Micheli, J Beck, M Kneer…",Available at SSRN … - papers.ssrn.com,2023,
Collective explainable AI: Explaining cooperative strategies and agent contribution in multiagent reinforcement learning with shapley values,"A Heuillet, F Couthouis…",IEEE Computational … - ieeexplore.ieee.org,2022,https://arxiv.org/pdf/2110.01307
Toward accountable and explainable artificial intelligence part one: theory and examples,"MM Khan, J Vice",IEEE Access - ieeexplore.ieee.org,2022,https://ieeexplore.ieee.org/iel7/6287639/6514899/09895234.pdf
